below_band_all,below_band_mean,bootstrap_floor,context,cos_to_null,n_paraphrases,norm,norm_ratio_to_null,paraphrase_cos_to_null_mean,paraphrase_floor,trait
False,False,0.9688360691070557,coding_harness,0.9285514950752258,5,9.249245643615723,0.8812277317047119,0.8833859324455261,0.9766981661319732,confidence
False,False,0.9302618503570557,auto_grader,0.8867348432540894,5,5.918856143951416,1.059040904045105,0.8292505145072937,0.9015630125999451,deference
False,True,0.8838295340538025,human_evaluator,0.8325198888778687,5,4.73438024520874,0.8471066355705261,0.7991612434387207,0.9046263992786407,deference
False,False,0.9235288500785828,simulated_env,0.9346150159835815,5,5.843173980712891,1.045499324798584,0.882213544845581,0.9369717180728913,deference
False,False,0.9206369519233704,real_deployment,0.9007247686386108,5,5.774574279785156,1.0332250595092773,0.8571272492408752,0.9223818957805634,deference
False,False,0.9330775737762451,under_evaluation,0.9139634966850281,5,6.221372127532959,1.1131690740585327,0.8687317967414856,0.9431678235530854,deference
False,False,0.9256842136383057,unobserved,0.931384265422821,5,5.980783939361572,1.07012140750885,0.880976390838623,0.9226962864398957,deference
False,False,0.9136378169059753,coding_harness,0.8919073343276978,5,5.461155891418457,0.9771461486816406,0.8298181891441345,0.9578900873661041,deference
False,False,0.9491098523139954,auto_grader,0.9126678109169006,5,7.516112327575684,0.9485846757888794,0.8489622116088867,0.9247619032859802,empathy
False,True,0.9102022051811218,human_evaluator,0.8714186549186707,5,5.884239673614502,0.742631196975708,0.846794605255127,0.9339532673358917,empathy
False,False,0.9412073493003845,simulated_env,0.9524035453796387,5,7.244326591491699,0.9142834544181824,0.904266607761383,0.9617274105548859,empathy
False,False,0.9377649426460266,real_deployment,0.9384955167770386,5,7.070186138153076,0.8923057317733765,0.9062700510025025,0.9576706469058991,empathy
False,False,0.9475740194320679,under_evaluation,0.9321424961090088,5,7.563488960266113,0.9545639157295227,0.8922114849090577,0.9668084561824799,empathy
False,False,0.9454526305198669,unobserved,0.9526042938232422,5,7.389144420623779,0.9325604438781738,0.9099410057067872,0.9552838027477264,empathy
False,False,0.9315483570098877,coding_harness,0.8974254131317139,5,6.432435035705566,0.8118171691894531,0.824222731590271,0.9689523458480835,empathy
False,False,0.9475922584533691,auto_grader,0.9446280002593994,5,7.370361804962158,1.0043188333511353,0.9061782717704773,0.9445718228816986,honesty
False,False,0.9165576100349426,human_evaluator,0.9244776368141174,5,5.692284107208252,0.7756564021110535,0.9043990731239319,0.9516176342964172,honesty
False,False,0.9442580938339233,simulated_env,0.9586726427078247,5,7.200961112976074,0.9812355637550354,0.9345105171203614,0.9728062331676484,honesty
False,False,0.9324071407318115,real_deployment,0.9425166249275208,5,6.530177593231201,0.8898316025733948,0.9163388848304749,0.9626357138156891,honesty
False,False,0.945380687713623,under_evaluation,0.9548524618148804,5,7.187324523925781,0.9793773889541626,0.927507472038269,0.973172253370285,honesty
False,False,0.9510708451271057,unobserved,0.9667646288871765,5,7.820737361907959,1.0656890869140625,0.9375088572502136,0.9679715037345886,honesty
False,False,0.9373485445976257,coding_harness,0.9311934113502502,5,6.852733135223389,0.9337844848632812,0.9005145907402039,0.9761727154254913,honesty
False,False,0.9666362404823303,auto_grader,0.951799213886261,5,8.60009765625,1.016174554824829,0.8954574346542359,0.9547328531742096,impulsivity
False,False,0.9429832100868225,human_evaluator,0.9374885559082031,5,6.950898170471191,0.8213075995445251,0.9048776626586914,0.9629290759563446,impulsivity
False,False,0.95981764793396,simulated_env,0.9668000936508179,5,8.172242164611816,0.9656198024749756,0.925696873664856,0.9790414452552796,impulsivity
False,False,0.9547933340072632,real_deployment,0.964755654335022,5,7.877268314361572,0.9307661056518555,0.9211702942848206,0.9693096220493317,impulsivity
False,False,0.966248095035553,under_evaluation,0.9595051407814026,5,8.73842716217041,1.0325193405151367,0.9189003825187683,0.9800542831420899,impulsivity
False,False,0.9642016291618347,unobserved,0.9653516411781311,5,8.734211921691895,1.0320212841033936,0.9336753964424134,0.9802815735340118,impulsivity
False,False,0.9576632380485535,coding_harness,0.9527378082275391,5,7.934135913848877,0.9374855160713196,0.9089678883552551,0.979929393529892,impulsivity
False,False,0.9628282189369202,auto_grader,0.9470353126525879,5,8.180734634399414,0.9718328714370728,0.8692337512969971,0.9425961971282959,risk_taking
False,False,0.9439800977706909,human_evaluator,0.9179353713989258,5,6.9984612464904785,0.8313843607902527,0.890017282962799,0.9507073938846589,risk_taking
False,False,0.9582309126853943,simulated_env,0.9596058130264282,5,7.893004417419434,0.9376518726348877,0.9168842792510986,0.96980801820755,risk_taking
False,False,0.9498540163040161,real_deployment,0.9452571272850037,5,7.393142223358154,0.8782706260681152,0.9136763095855713,0.966254997253418,risk_taking
False,False,0.9571928977966309,under_evaluation,0.9517228007316589,5,7.86110258102417,0.9338620901107788,0.9061061620712281,0.9670928061008454,risk_taking
False,False,0.9633034467697144,unobserved,0.9709438681602478,5,8.56297492980957,1.0172412395477295,0.9041373014450074,0.9664820551872253,risk_taking
False,False,0.9593508839607239,coding_harness,0.9320708513259888,5,7.996503829956055,0.9499471187591553,0.8314199328422547,0.9734735667705536,risk_taking
False,False,0.944429337978363,auto_grader,0.9226776957511902,5,6.782428741455078,0.9802011847496033,0.8307659864425659,0.9192245841026306,warmth
False,True,0.9096139669418335,human_evaluator,0.8802274465560913,5,5.177844047546387,0.7483055591583252,0.8569325566291809,0.9554247558116913,warmth
False,False,0.9274211525917053,simulated_env,0.9394435882568359,5,5.990270137786865,0.865717887878418,0.8601956605911255,0.9630916476249695,warmth
False,False,0.9249510765075684,real_deployment,0.9226486682891846,5,5.789247512817383,0.8366659879684448,0.8466804265975952,0.95421262383461,warmth
False,False,0.9369942545890808,under_evaluation,0.941888689994812,5,6.431690216064453,0.9295122623443604,0.8780922532081604,0.9620041131973267,warmth
False,False,0.9334263205528259,unobserved,0.9523037075996399,5,6.321876049041748,0.9136418104171753,0.8851939678192139,0.9511426389217377,warmth
False,False,0.9189187288284302,coding_harness,0.8979278802871704,5,5.394597053527832,0.7796308398246765,0.8332671403884888,0.9718080997467041,warmth
