context,trait,cos_to_null,cos_to_null_axis_removed,axis_frac_of_trait_vec,u_axis_proj,u_norm,u_axis_frac
professor,warmth,0.47153300046920776,0.46724382042884827,0.03683043643832207,-988.4281616210938,2252.54052734375,0.1925506442785263
tech_ceo,assertiveness,0.9303637742996216,0.9289876818656921,0.038975752890110016,-338.85064697265625,1399.3187255859375,0.0586385652422905
tech_ceo,confidence,0.9232967495918274,0.9197076559066772,0.04534320905804634,-360.08154296875,1280.61328125,0.07906163483858109
tech_ceo,deference,0.9237343072891235,0.9237489700317383,0.00013546440459322184,-312.9381103515625,1423.3804931640625,0.0483364500105381
tech_ceo,empathy,0.9266179800033569,0.926790177822113,0.010335317812860012,-371.9321594238281,1335.1307373046875,0.07760325819253922
tech_ceo,honesty,0.9463226199150085,0.9472684264183044,0.002035556361079216,-313.7959289550781,1318.6116943359375,0.05663185566663742
tech_ceo,impulsivity,0.8003007769584656,0.799340546131134,0.005083185154944658,-289.06793212890625,1290.4371337890625,0.050179459154605865
tech_ceo,risk_taking,0.8363764882087708,0.8373347520828247,0.004076813813298941,-180.658203125,1307.06298828125,0.01910390891134739
tech_ceo,warmth,0.9315762519836426,0.9315105080604553,0.011216958984732628,-381.96881103515625,1394.76318359375,0.0749988928437233
kindergarten_teacher,assertiveness,0.747063159942627,0.7502503395080566,0.13251838088035583,-846.9991455078125,1894.49609375,0.19988422095775604
kindergarten_teacher,confidence,0.8714696764945984,0.869774341583252,0.11328278481960297,-852.3983154296875,1905.384765625,0.20013347268104553
kindergarten_teacher,deference,0.8160393238067627,0.8326204419136047,0.041902974247932434,-757.17822265625,1868.874755859375,0.16414812207221985
kindergarten_teacher,empathy,0.8665719032287598,0.8731716871261597,0.04017433151602745,-737.2858276367188,1858.0477294921875,0.15745556354522705
kindergarten_teacher,honesty,0.8377745747566223,0.8435134887695312,0.013675878755748272,-784.80615234375,1890.5020751953125,0.17233382165431976
kindergarten_teacher,impulsivity,0.9201453924179077,0.9236827492713928,0.0470578707754612,-922.0384521484375,1967.4888916015625,0.21962082386016846
kindergarten_teacher,risk_taking,0.894220232963562,0.896989107131958,0.00416059885174036,-900.45654296875,2040.8692626953125,0.19466830790042877
kindergarten_teacher,warmth,0.8878197073936462,0.8945792317390442,0.04403315484523773,-708.0586547851562,1806.4742431640625,0.1536296010017395
surgeon,assertiveness,0.8541787266731262,0.8529012203216553,0.06682855635881424,-922.130859375,2328.97900390625,0.15676671266555786
surgeon,confidence,0.8299365043640137,0.8214805126190186,0.07630737125873566,-872.2396240234375,2352.873291015625,0.13742779195308685
surgeon,deference,0.45988598465919495,0.4598686397075653,4.020766937173903e-05,-879.6968994140625,2401.263916015625,0.13421045243740082
surgeon,empathy,0.4377356469631195,0.4349403381347656,0.00609219865873456,-805.3135375976562,2306.901611328125,0.1218629702925682
surgeon,honesty,0.8325240612030029,0.8339236378669739,0.003412615740671754,-878.816650390625,2167.511474609375,0.16438934206962585
surgeon,impulsivity,0.9003037214279175,0.8990005254745483,0.015222042798995972,-792.90771484375,2154.5478515625,0.13543565571308136
surgeon,risk_taking,0.8057430386543274,0.806533932685852,0.000862432993017137,-761.14697265625,2463.7861328125,0.0954400822520256
surgeon,warmth,0.45309481024742126,0.4482521414756775,0.02284209057688713,-841.2798461914062,2267.064208984375,0.13770613074302673
con_artist,assertiveness,-0.09302832186222076,-0.1312469244003296,0.046196699142456055,-803.896240234375,2100.883056640625,0.14641861617565155
con_artist,confidence,0.8904683589935303,0.886712908744812,0.08553756028413773,-721.212158203125,2178.041015625,0.10964629054069519
con_artist,deference,0.8079897165298462,0.8129664659500122,0.013659953139722347,-690.7605590820312,2094.067138671875,0.10881127417087555
con_artist,empathy,0.9140416979789734,0.914939820766449,0.015036293305456638,-656.9739990234375,1922.176025390625,0.11681808531284332
con_artist,honesty,0.4401351511478424,0.44402357935905457,0.017686698585748672,-714.26513671875,1990.08203125,0.12881812453269958
con_artist,impulsivity,0.6055744886398315,0.6054966449737549,0.0014646033523604274,-949.77685546875,2058.035888671875,0.21297922730445862
con_artist,risk_taking,0.7004939913749695,0.7075056433677673,0.025259410962462425,-978.928955078125,2379.232666015625,0.16928894817829132
con_artist,warmth,0.9120892286300659,0.9118852615356445,0.011453778482973576,-619.6766967773438,1886.2763671875,0.10792441666126251
